invalid_smiles,Canonicalized
Brc1c([O-])c(Br)cc2c1C=1C3=NCCc4c3c(C(=O)C=1[N+H2]CC2)[nH]c4,c1c2c(c(c(c1Br)[O-])Br)C3=C(C(=O)c4c5c(c[nH]4)CCN=C53)[NH2+]CC2
Brc1sc(Br)c2C(NC(=O)CN3CC[N+H](Cc4c(Cl)cccc4)CC3)CC(=O)c12,c1ccc(c(c1)C[NH+]2CCN(CC2)CC(=O)NC3CC(=O)c4c3c(sc4Br)Br)Cl
S(C(=O)N(O)C)CC(NC(=O)CCC([N+H3])C(=O)[O-])C(=O)NCC(=O)OCC,CCOC(=O)CNC(=O)C(CSC(=O)N(C)O)NC(=O)CCC(C(=O)[O-])[NH3+]
OC(CCC[N+H]1C2CC(O)(c3ccccc3)CC1CC2)(c1ccccc1)c1ccccc1,c1ccc(cc1)C2(CC3CCC(C2)[NH+]3CCCC(c4ccccc4)(c5ccccc5)O)O
S(C(=O)N(O)C)CC(NC(=O)CCC([N+H3])C(=O)[O-])C(=O)NCC(=O)[O-],CN(C(=O)SCC(C(=O)NCC(=O)[O-])NC(=O)CCC(C(=O)[O-])[NH3+])O
O(C)c1c(OC)ccc(/C=C/2\C=3[N+H]=C4SC(C)=NN4C(c4cc(OC)c(OC)cc4)C=3CCC\2)c1,CC1=NN2C(C3=C(C(=Cc4ccc(c(c4)OC)OC)CCC3)[NH+]=C2S1)c5ccc(c(c5)OC)OC
Clc1c(C(=O)N2/C(=[N+H]/c3c(Cl)cccc3)/SC(=C)C32CCCCC3)sc2c1cccc2,C=C1C2(CCCCC2)N(C(=[NH+]c3ccccc3Cl)S1)C(=O)c4c(c5ccccc5s4)Cl
Brc1cc(C(/C=C/2\C(=O)C(C[N+H](C)C)CC\2)C)ccc1,CC(C=C1CCC(C1=O)C[NH+](C)C)c2cccc(c2)Br
P(=O)([O-])([O-])/C=C/CC([N+H3])C(=O)[O-],C(C=CP(=O)([O-])[O-])C(C(=O)[O-])[NH3+]
[N+H](CCNc1c2c([n+H]c(-c3ccccc3)c1)cccc2)(C)C,C[NH+](C)CCNc1cc([nH+]c2c1cccc2)c3ccccc3
O=C([O-])CN1CCN(CC(=O)[O-])CC[N+H2]CC1,C1CN(CCN(CC[NH2+]1)CC(=O)[O-])CC(=O)[O-]
Clc1ccc(N2c3c4c([n+H]c(C)c3CC2)ccc(F)c4)cc1,Cc1c2c(c3cc(ccc3[nH+]1)F)N(CC2)c4ccc(cc4)Cl
Clc1ccc(OC=2C(=O)Oc3c(C=2c2ccc(OCC[N+H](C)C)cc2)cccc3)cc1,C[NH+](C)CCOc1ccc(cc1)c2c3ccccc3oc(=O)c2Oc4ccc(cc4)Cl
Brc1cc2[nH]cc(Cc3onc(NCCCCCNC(=[N+H2])N)n3)c2cc1,c1cc2c(cc1Br)[nH]cc2Cc3nc(no3)NCCCCCNC(=[NH2+])N
OC(/C(/N=C\1/OC(C)(C)C(/N=C\2/OC(C)(C)C([N+H2]C)=C/2)=C/1)=C\C#N)(C)C,CC1(C(=CC(=NC2=CC(=NC(=CC#N)C(C)(C)O)OC2(C)C)O1)[NH2+]C)C
Clc1c(C(=O)N/2C(C)(C)C(=C)S\C\2=[N+H]\c2c(Cl)cccc2)sc2c1cccc2,CC1(C(=C)SC(=[NH+]c2ccccc2Cl)N1C(=O)c3c(c4ccccc4s3)Cl)C
O=C(OCC)/C(=C/[N+H2]CC(OCC)OCC)/c1[nH]c2c(n1)cccc2,CCOC(C[NH2+]C=C(c1[nH]c2ccccc2n1)C(=O)OCC)OCC
O(C)c1c2c(-c3n(CC[N+H](C)C)c4c(c3CC2)cc(OC)cc4)ccc1,C[NH+](C)CCn1c2ccc(cc2c3c1-c4cccc(c4CC3)OC)OC
O=C(Nc1ccccc1)c1c(O)c(N=Nc2ccc(C(=[N+H2])N)cc2)c2c(c1)cccc2,c1ccc(cc1)NC(=O)c2cc3ccccc3c(c2O)N=Nc4ccc(cc4)C(=[NH2+])N
O=C1c2n(CC[N+H](C)C)c(C)nc2C(=O)c2c1cccc2,Cc1nc2c(n1CC[NH+](C)C)C(=O)c3ccccc3C2=O
Clc1cc2Oc3c(C)cccc3C(NC(=O)CC[N+H]3CCCCC3)c2cc1,Cc1cccc2c1Oc3cc(ccc3C2NC(=O)CC[NH+]4CCCCC4)Cl
O=C(Nc1cn(C)c(C(=O)Nc2cn(C)c(C(=O)NCCC[N+H](C)C)c2)c1)CCCn1c2c(c3c1cccc3)cccc2,Cn1cc(cc1C(=O)Nc2cc(n(c2)C)C(=O)NCCC[NH+](C)C)NC(=O)CCCn3c4ccccc4c5c3cccc5
O=C(O[C@H]/1[C@H](OC)/C=C\C=C(\C)/C(=O)NC=2C(=O)C(=C([N+H2]CC=C)C(=O)C=2)C[C@@H](C)C[C@@H](OC)C(OC(=O)CCC[N+H](C)C)[C@H](C)/C=C\1/C)N,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)[NH2+]CC=C)C)OC)OC(=O)N)C)C)OC(=O)CCC[NH+](C)C)OC
O=C(C)c1cc2OC(=O)N(CC[N+H](C)C)c2cc1,CC(=O)c1ccc2c(c1)oc(=O)n2CC[NH+](C)C
Clc1ccc(N/C(=N\S(=O)(=O)c2oc3c(c2)cccc3)/N[N+H3])cc1,c1ccc2c(c1)cc(o2)S(=O)(=O)N=C(Nc3ccc(cc3)Cl)N[NH3+]
S=C1Nc2c(N1)ccc(CC[N+H](CCCc1ccccc1)CCC)c2,CCC[NH+](CCCc1ccccc1)CCc2ccc3c(c2)[nH]c(=S)[nH]3
O(C)c1c(OC)cccc1C1C(C)C([N+H]2CCOCC2)Oc2c1cc1OCOc1c2,CC1C(c2cc3c(cc2OC1[NH+]4CCOCC4)OCO3)c5cccc(c5OC)OC
ClCCCn1c(c(C)c2c1[N+H]=C(SC)N1C2=[N+H]C(=O)C1)-c1ccccc1,Cc1c2c(n(c1c3ccccc3)CCCCl)[NH+]=C(N4C2=[NH+]C(=O)C4)SC
Clc1ccc(-c2[nH]c3c(c(C(=O)NCC[N+H](C)C)ccc3)n2)cc1,C[NH+](C)CCNC(=O)c1cccc2c1nc([nH]2)c3ccc(cc3)Cl
[N+H]12C(c3[nH]c4c(c3CC1)cccc4)c1[nH]c3c(c1CC2)cccc3,c1ccc2c(c1)c3c([nH]2)C4c5c(c6ccccc6[nH]5)CC[NH+]4CC3
O=C(C(C[N+H](C)C)=C)c1c(OC)cccc1,C[NH+](C)CC(=C)C(=O)c1ccccc1OC
O=C(N/[N+H]=C\1/N(C)C(=O)CS/1)C(C(=O)N/[N+H]=C\1/N(C)C(=O)CS/1)C(CC)C,CCC(C)C(C(=O)N[NH+]=C1N(C(=O)CS1)C)C(=O)N[NH+]=C2N(C(=O)CS2)C
O=[N+]([O-])c1ccc(C(=O)N2C(Cc3ccc(O)cc3)C(C[N+H2]Cc3ccccc3)(C)CC2CCc2ccccc2)cc1,CC1(CC(N(C1Cc2ccc(cc2)O)C(=O)c3ccc(cc3)[N+](=O)[O-])CCc4ccccc4)C[NH2+]Cc5ccccc5
S=C1SC=2N(C(C(C)(C)C)=N1)[N+H2]C1(C(=O)N=2)c2c(-c3c1cccc3)cccc2,CC(C)(C)C1=NC(=S)SC2=NC(=O)C3(c4ccccc4-c5c3cccc5)[NH2+]N12
O=C(OCC)C12C(=O)C(C(=O)OCC)(C(c3ccccc3)OC1c1ccccc1)C[N+H](C13CC4CC(C1)CC(C3)C4)C2,CCOC(=O)C12C[NH+](CC(C1=O)(C(OC2c3ccccc3)c4ccccc4)C(=O)OCC)C56CC7CC(C5)CC(C7)C6
Brc1scc2C(=O)CC([N+H3])c12,c1c2c(c(s1)Br)C(CC2=O)[NH3+]
S=C(NCC[N+H](CCNC(=S)c1c2c(n(C)c1)c1c(cc2)cccc1)C)c1c2c(n(C)c1)c1c(cc2)cccc1,Cn1cc(c2c1c3ccccc3cc2)C(=S)NCC[NH+](C)CCNC(=S)c4cn(c5c4ccc6c5cccc6)C
S=C=N/C(/C(=O)OC1C(OC2OC(C)C(O)([C@H](OC(=O)[C@H](CC)C)C)C(OC)C2)C(O)C([C@@]2(O)C(=O)C(C(=O)[O-])=C([N+H3])C(=O)C2)OC1COC(=O)C)=C/C,CCC(C)C(=O)OC(C)C1(C(OC(CC1OC)OC2C(C(OC(C2OC(=O)C(=CC)N=C=S)COC(=O)C)C3(CC(=O)C(=C(C3=O)C(=O)[O-])[NH3+])O)O)C)O
Brc1c(O)cc2c(C(=O)OCC)c(C[N+H]3CCCC3)n(-c3ccccc3)c2c1,CCOC(=O)c1c2cc(c(cc2n(c1C[NH+]3CCCC3)c4ccccc4)Br)O
O=[N+]([O-])c1c2C(=O)c3c(N(C)c2c(NCC[N+H3])cc1)cccc3,Cn1c2ccccc2c(=O)c3c1c(ccc3[N+](=O)[O-])NCC[NH3+]
Brc1c(Br)cc2c(c1)COc1c(N/C(=[N+H]/O)/C(=[N+H]\O)/Nc3c(OC2)cccc3)cccc1,c1ccc2c(c1)NC(=[NH+]O)C(=[NH+]O)Nc3ccccc3OCc4cc(c(cc4CO2)Br)Br
Clc1cc(C(=O)N/[N+H]=C(\N=Nc2cc(OC)ccc2)/c2c(C)cc(N(CCC#N)CCC#N)cc2)c(O)cc1,Cc1cc(ccc1C(=[NH+]NC(=O)c2cc(ccc2O)Cl)N=Nc3cccc(c3)OC)N(CCC#N)CCC#N
Oc1c(/C=N\NC2=[N+H]/C(=C/c3c(O)cccc3)/C(CC)=N2)cccc1,CCC1=NC(=[NH+]C1=Cc2ccccc2O)NN=Cc3ccccc3O
ClCc1cc2c(OC(=O)C(C(=O)OC3C[N+H](C)CCC3)=C2)cc1,C[NH+]1CCCC(C1)OC(=O)c2cc3cc(ccc3oc2=O)CCl
Clc1ccc(C2(C)[N+H]=C(NCCO)c3c2cccc3)cc1,CC1(c2ccccc2C(=[NH+]1)NCCO)c3ccc(cc3)Cl
Clc1ccc(-c2c3c(n(-c4ccc(C)cc4)c2)[N+H]=CN2[N+H]=C(c4sccc4)NC32)cc1,Cc1ccc(cc1)n2cc(c3c2[NH+]=CN4C3NC(=[NH+]4)c5cccs5)c6ccc(cc6)Cl
O[C@H]1[C@H]([C@@H](C)c2c(C)c3c([C@H]4[C@@H]([C@]5(C)C(=CC4)C[C@@H](O)CC5)C3)cc2)[N+H2]C[C@@H](C)C1,Cc1c(ccc2c1CC3C2CC=C4C3(CCC(C4)O)C)C(C)C5C(CC(C[NH2+]5)C)O
Brc1ccc(C2C(C#N)=C([N+H3])OC=3c4c(SCC2=3)cccc4)cc1,c1ccc2c(c1)C3=C(CS2)C(C(=C(O3)[NH3+])C#N)c4ccc(cc4)Br
O=[N+]([O-])C(CNCCCNCC[N+H2]CCC[N+H2]CO)C,CC(CNCCCNCC[NH2+]CCC[NH2+]CO)[N+](=O)[O-]
O=C1N(Cc2ccc(-c3ccc(CN4C(=O)N(C[N+H]5CCOCC5)CN(C[N+H]5CCOCC5)C4=O)cc3)cc2)C(=O)N(C[N+H]2CCOCC2)CN1C[N+H]1CCOCC1,c1cc(ccc1CN2C(=O)N(CN(C2=O)C[NH+]3CCOCC3)C[NH+]4CCOCC4)c5ccc(cc5)CN6C(=O)N(CN(C6=O)C[NH+]7CCOCC7)C[NH+]8CCOCC8
Brc1ccc(-c2nc(N/[N+H]=C/3\S/C(=C/c4cc(OC)c(OC)c(OC)c4)/C(=O)N\3)sc2)cc1,COc1cc(cc(c1OC)OC)C=C2C(=O)NC(=[NH+]Nc3nc(cs3)c4ccc(cc4)Br)S2
S(CCC(=O)c1ccc(F)cc1)C1=[N+H]CCCN1,c1cc(ccc1C(=O)CCSC2=[NH+]CCCN2)F
S/C(=[N+H]/c1ccccc1)/Nc1c(C(=O)OCC)c2c(s1)COCC2,CCOC(=O)c1c2c(sc1NC(=[NH+]c3ccccc3)S)COCC2
O=C(c1cc(N2C(=O)/C(=C\c3cc(OC)c(OC)c(OC)c3)/[N+H]=C2c2ccccc2)c(N2C(=O)/C(=C\c3cc(OC)c(OC)c(OC)c3)/[N+H]=C2c2ccccc2)cc1)c1ccccc1,COc1cc(cc(c1OC)OC)C=C2C(=O)N(C(=[NH+]2)c3ccccc3)c4ccc(cc4N5C(=[NH+]C(=Cc6cc(c(c(c6)OC)OC)OC)C5=O)c7ccccc7)C(=O)c8ccccc8
Clc1cc2c(NCCCCCCNc3c4c([n+H]c(C)c3)ccc(Cl)c4)cc(C)[n+H]c2cc1,Cc1cc(c2cc(ccc2[nH+]1)Cl)NCCCCCCNc3cc([nH+]c4c3cc(cc4)Cl)C
ClCCN(CCCl)c1ccc(CCCc2[nH]c3c(n2)cc(-c2[nH]c4c(n2)cc(N2CC[N+H](C)CC2)cc4)cc3)cc1,C[NH+]1CCN(CC1)c2ccc3c(c2)nc([nH]3)c4ccc5c(c4)nc([nH]5)CCCc6ccc(cc6)N(CCCl)CCCl
O(C)c1cc(C2N(C(c3ccccc3)=[N+H]O2)C23CC4CC(C2)CC(C3)C4)ccc1,COc1cccc(c1)C2N(C(=[NH+]O2)c3ccccc3)C45CC6CC(C4)CC(C6)C5
O(C)c1cc2c3c(C)c4c(c(C)c3[nH]c2cc1)CC[N+H](C)C4,Cc1c2c(c(c3c1[nH]c4c3cc(cc4)OC)C)C[NH+](CC2)C
O=C(/[N+H]=C\1/N(C(=O)NCCC)CC(C[N+H]2CCN(c3ccccc3)CC2)O/1)Nc1ccccc1,CCCNC(=O)N1CC(OC1=[NH+]C(=O)Nc2ccccc2)C[NH+]3CCN(CC3)c4ccccc4
Clc1ccc(C2=C(c3ccccc3)C(c3ccc(Cl)cc3)N3[C@@H]4[C@@H]([N+H]=C3N2)CCCC4)cc1,c1ccc(cc1)C2=C(NC3=[NH+]C4CCCCC4N3C2c5ccc(cc5)Cl)c6ccc(cc6)Cl
Clc1ccc(C[N+H]2COc3c(cc(OCC)cc3)C2)cc1,CCOc1ccc2c(c1)C[NH+](CO2)Cc3ccc(cc3)Cl
O(C)c1ccc(C2O[N+H]=C3N2CCN3)cc1,COc1ccc(cc1)C2N3CCNC3=[NH+]O2
O(C)c1c(Oc2c(OC)cc3c([C@@H](Cc4ccc(O)cc4)[N+H](C)CC3)c2)c2c([C@H]3[N+H](C)[C@H](c4c(cc(OC)c(O)c4)C3)C2)cc1OC,C[NH+]1CCc2cc(c(cc2C1Cc3ccc(cc3)O)Oc4c5c(cc(c4OC)OC)C6Cc7cc(c(cc7C(C5)[NH+]6C)O)OC)OC
O=[N+]([O-])c1ccc(N/N=C(/CC[N+H](C)C)\c2ccccc2)cc1,C[NH+](C)CCC(=NNc1ccc(cc1)[N+](=O)[O-])c2ccccc2
S(=O)(=O)(N)c1ccc(N=Nc2c3c(c(NCC[N+H](CC)CC)cc2)cccc3)cc1,CC[NH+](CC)CCNc1ccc(c2c1cccc2)N=Nc3ccc(cc3)S(=O)(=O)N
O=C/1N(c2ccccc2)C(c2ccccc2)=[N+H]\C\1=C\c1ccc(N(CCC#N)CCC#N)cc1,c1ccc(cc1)C2=[NH+]C(=Cc3ccc(cc3)N(CCC#N)CCC#N)C(=O)N2c4ccccc4
O(C)c1ccc(-c2c(c(-c3c(C)cc(C)cc3C)no2)C2=[N+H]CCCN2)cc1,Cc1cc(c(c(c1)C)c2c(c(on2)c3ccc(cc3)OC)C4=[NH+]CCCN4)C
S=C(Nc1ccccc1)/C(/C(=O)OCC)=C(\N)/[N+H]1CCCC1,CCOC(=O)C(=C(N)[NH+]1CCCC1)C(=S)Nc2ccccc2
O(Cc1ccc(C(=[N+H2])N)cc1)c1c(OCc2ccc(C(=[N+H2])N)cc2)cccc1,c1ccc(c(c1)OCc2ccc(cc2)C(=[NH2+])N)OCc3ccc(cc3)C(=[NH2+])N
Cl/C(/Cl)=C(/Cl)\C([N+](=O)[O-])=C([N+H2]Cc1ccccc1)NCc1ccccc1,c1ccc(cc1)C[NH2+]C(=C(C(=C(Cl)Cl)Cl)[N+](=O)[O-])NCc2ccccc2
[N+H]1(C2(c3sc4c(c3)cccc4)CCCCCC2)CCCCC1,c1ccc2c(c1)cc(s2)C3(CCCCCC3)[NH+]4CCCCC4
O=C1C2(CC(CCC[N+H]3CCCCC3)(c3ccccc3)O1)CCCC2,c1ccc(cc1)C2(CC3(CCCC3)C(=O)O2)CCC[NH+]4CCCCC4
Cl/C(=C(/c1ccc(OCC[N+H](C)C)cc1)\c1ccc(O)cc1)/c1ccc(OC)cc1,C[NH+](C)CCOc1ccc(cc1)C(=C(c2ccc(cc2)OC)Cl)c3ccc(cc3)O
Clc1c(/C=N\N2C(=O)/C(=C\Cc3occc3)/[N+H]=C2c2ccccc2)cc2c(n1)ccc(C)c2,Cc1ccc2c(c1)cc(c(n2)Cl)C=NN3C(=[NH+]C(=CCc4ccco4)C3=O)c5ccccc5
O(C)c1c(OC)cc(CC2[N+H](C)CCc3c2cc(OC)c(OC)c3)c(Oc2c(OC)cc3-c4c(O)c(OC)cc5c4C([N+H](C)CC5)Cc3c2)c1,C[NH+]1CCc2cc(c(c-3c2C1Cc4c3cc(c(c4)Oc5cc(c(cc5CC6c7cc(c(cc7CC[NH+]6C)OC)OC)OC)OC)OC)O)OC
[N+H2]=C(N/N=C\c1c(-c2ccccc2)nc2n1-c1n(c(/C=N\NC(=[N+H2])N)c(-c3ccccc3)n1)C=C2)N,c1ccc(cc1)c2c(n3ccc4nc(c(n4c3n2)C=NNC(=[NH2+])N)c5ccccc5)C=NNC(=[NH2+])N
S(c1c(CC([N+H3])C(=O)[O-])n(C)cn1)C1=C2C(=O)C=C3S[C@@H]4[N+H2]C=5C(=O)c6[nH]cc7c6C(=[N+]2CC7)C=5[C@@]13C4,Cn1cnc(c1CC(C(=O)[O-])[NH3+])SC2=C3C(=O)C=C4C25CC(S4)[NH2+]C6=C5C7=[N+]3CCc8c7c([nH]c8)C6=O
O(CC([N+H3])(C)C)[C@@H]1[C@]2(C)C(C)(C)[C@@H](C1)CC2,CC1(C2CCC1(C(C2)OCC(C)(C)[NH3+])C)C
Clc1c(/C(=[N+H]\N2C(CC)=Nc3c(C2=O)cccc3)/N=Nc2ccc(Cl)cc2)cccc1,CCc1nc2ccccc2c(=O)n1[NH+]=C(c3ccccc3Cl)N=Nc4ccc(cc4)Cl
S=C1N(/N=C\c2c3c(ccc2)cccc3)C(C)=NN1CN1CC[N+H](C)CC1,Cc1nn(c(=S)n1N=Cc2cccc3c2cccc3)CN4CC[NH+](CC4)C
Oc1c(O)cc(NC(CCC[N+H3])C)c2nc(C)ccc12,Cc1ccc2c(n1)c(cc(c2O)O)NC(C)CCC[NH3+]
Ic1cc(C[N+H](CCC[N+H]2CCCCCCC2)C)c(O)c(C)c1,Cc1cc(cc(c1O)C[NH+](C)CCC[NH+]2CCCCCCC2)I
S(SCC(=[N+H2])NCC12CC3CC(C1)CC(C2)C3)CC(=[N+H2])NCC12CC3CC(C1)CC(C2)C3,C1C2CC3CC1CC(C2)(C3)CNC(=[NH2+])CSSCC(=[NH2+])NCC45CC6CC(C4)CC(C6)C5
S(C[C@H](NC(=O)c1c(C)c(O)ccc1)[C@H](O)C[N+H]1[C@H](C(=O)NC(C)(C)C)C[C@H]2[C@@H](C1)CCCC2)c1ccccc1,Cc1c(cccc1O)C(=O)NC(CSc2ccccc2)C(C[NH+]3CC4CCCCC4CC3C(=O)NC(C)(C)C)O
[N+H](CC(CN1c2c(Sc3c1cccc3)cccc2)(C)C)(C)C,CC(C)(CN1c2ccccc2Sc3c1cccc3)C[NH+](C)C
C(CCCCCCC1[N+H2]C(CC)CC1)CCCCCC,CCCCCCCCCCCCCC1CCC([NH2+]1)CC
ClC=1C(=O)C(Cl)=CC2(C=3C(=O)c4nc[nH]c4C(=O)C=3[N+H2]CC2)C=1,c1[nH]c2c(n1)C(=O)C3=C(C2=O)[NH2+]CCC34C=C(C(=O)C(=C4)Cl)Cl
O=[N+]([O-])c1cc2nc(C(=O)c3ccccc3)c(N3CC[N+H](CC)CC3)nc2cc1,CC[NH+]1CCN(CC1)c2c(nc3cc(ccc3n2)[N+](=O)[O-])C(=O)c4ccccc4
O=C(NCC[N+H](CCNC(=O)c1c2c(nc(-c3ccccc3)c1)cccc2)C)c1c2c(nc(-c3ccccc3)c1)cccc2,C[NH+](CCNC(=O)c1cc(nc2c1cccc2)c3ccccc3)CCNC(=O)c4cc(nc5c4cccc5)c6ccccc6
Clc1cc2c(Sc3c(C(SC4CC[N+H](C)CC4)C2)cccc3)cc1,C[NH+]1CCC(CC1)SC2Cc3cc(ccc3Sc4c2cccc4)Cl
O=C(O[C@H]1[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C\C=C(/C)\C(=O)Nc2c(/C=N\N3C(C)C[N+H](Cc4ccc(C#N)cc4)CC3C)c(O)c3c(c(O)c(C)c4O[C@@](C)(C(=O)c34)O/C=C\[C@H](OC)[C@H]1C)c2O)C,Cc1c(c2c3c4c1OC(C4=O)(OC=CC(C(C(C(C(C(C(C(C=CC=C(C(=O)Nc(c2O)c(c3O)C=NN5C(C[NH+](CC5C)Cc6ccc(cc6)C#N)C)C)C)O)C)O)C)OC(=O)C)C)OC)C)O
N#CC1C(N)=N[N+H2]C1c1oc(-c2ccc(-c3oc4c(n3)cccc4)cc2)cc1,c1ccc2c(c1)nc(o2)c3ccc(cc3)c4ccc(o4)C5C(C(=N[NH2+]5)N)C#N
ONC(=[N+H2])N/N=C\c1nc(C)ccc1,Cc1cccc(n1)C=NNC(=[NH2+])NO
O=C(Nc1cn(C)c(C(=O)NCCC[N+H](C)C)c1)CCCn1c2c(c3c1cccc3)cccc2,Cn1cc(cc1C(=O)NCCC[NH+](C)C)NC(=O)CCCn2c3ccccc3c4c2cccc4
Fc1cc2[nH]c3c(c2cc1)C[N+H](CCCC1(c2ccc(F)cc2)OCCO1)CC3,c1cc(ccc1C2(OCCO2)CCC[NH+]3CCc4c(c5ccc(cc5[nH]4)F)C3)F
O(C)c1cc(C2C(C)C(C)([N+H]3CCCC3)Oc3c2cc2OCOc2c3)ccc1,CC1C(c2cc3c(cc2OC1(C)[NH+]4CCCC4)OCO3)c5cccc(c5)OC
O(CC[N+H]1CCOCC1)c1cc(/C=C/2\C(=O)[C@]3(C)[C@H]([C@H]4[C@@H]([C@]5(C)C(=CC(=O)CC5)CC4)CC3)C\2)ccc1,CC12CCC(=O)C=C1CCC3C2CCC4(C3CC(=Cc5cccc(c5)OCC[NH+]6CCOCC6)C4=O)C
O(CC[N+H]1CCCC1)c1cc2c([C@@H]3[C@H]([C@H]4[C@@](C)([C@@H](O)/C(=C\c5ccc(N(C)C)cc5)/C4)CC3)CC2)cc1,CC12CCC3c4ccc(cc4CCC3C1CC(=Cc5ccc(cc5)N(C)C)C2O)OCC[NH+]6CCCC6
Clc1ccc(/C=C/2\C(=O)/C(=C\c3cc(C[N+H]4CCCCC4)c(O)cc3)/CCC\2)cc1,c1cc(ccc1C=C2CCCC(=Cc3ccc(c(c3)C[NH+]4CCCCC4)O)C2=O)Cl
O(CCCC)Cc1c2c(c(O)c(C[N+H]3CCN(C)CC3)c1)nccc2,CCCCOCc1cc(c(c2c1cccn2)O)C[NH+]3CCN(CC3)C
O(CCCCCCOc1c(OC)cc(/C=C/2\C(=O)[N+H]=C(N3CCCCC3)S\2)cc1)c1c(OC)cc(/C=C/2\C(=O)[N+H]=C(N3CCCCC3)S\2)cc1,COc1cc(ccc1OCCCCCCOc2ccc(cc2OC)C=C3C(=O)[NH+]=C(S3)N4CCCCC4)C=C5C(=O)[NH+]=C(S5)N6CCCCC6
O=[N+]([O-])c1cc2C(=O)c3c(NCC[N+H](CC)CC)ccc4nnn(c34)-c2cc1,CC[NH+](CC)CCNc1ccc2c3c1c(=O)c4cc(ccc4n3nn2)[N+](=O)[O-]
O=C1N2N=C(NCCC[N+H](C)C)c3c(cccc3)C2=Nc2c1cccc2,C[NH+](C)CCCNc1c2ccccc2c3nc4ccccc4c(=O)n3n1
Oc1c(C([N+H]2CCOCC2)c2c(O)cccc2)cc2OCOc2c1,c1ccc(c(c1)C(c2cc3c(cc2O)OCO3)[NH+]4CCOCC4)O
Fc1ccc(C(OCC)(OCC)CCC[N+H]2CCC3(N(c4ccccc4)CN(C)C3=O)CC2)cc1,CCOC(CCC[NH+]1CCC2(CC1)C(=O)N(CN2c3ccccc3)C)(c4ccc(cc4)F)OCC
C(Cn1c2c(c3c1-c1c(cccc1)CC3)cccc2)[N+H]1CCOCC1,c1ccc-2c(c1)CCc3c2n(c4c3cccc4)CC[NH+]5CCOCC5
O=C1/C(=C\c2cc3c(nccc3)cc2)/SC(NC)=[N+H]1,CNC1=[NH+]C(=O)C(=Cc2ccc3c(c2)cccn3)S1
O(C)c1c(O)c(OC)cc(C2C(C)C([N+H]3CCCCC3)Oc3c2cc2OCOc2c3)c1,CC1C(c2cc3c(cc2OC1[NH+]4CCCCC4)OCO3)c5cc(c(c(c5)OC)O)OC
P(=O)(OC(C)C)(OC(C)C)/C(=[N+H]\Nc1ccc([N+](=O)[O-])cc1)/NCCN/C(/P(=O)(OC(C)C)OC(C)C)=[N+H]/Nc1ccc([N+](=O)[O-])cc1,CC(C)OP(=O)(C(=[NH+]Nc1ccc(cc1)[N+](=O)[O-])NCCNC(=[NH+]Nc2ccc(cc2)[N+](=O)[O-])P(=O)(OC(C)C)OC(C)C)OC(C)C
O(C)c1ccc(/C=C/C2C(C#N)=C([N+H3])OC3=C2C(=O)CCC3)cc1,COc1ccc(cc1)C=CC2C(=C(OC3=C2C(=O)CCC3)[NH3+])C#N
Fc1ccc(C(OCC[N+H]2CCN(CC3=Cc4c(cc(OC)cc4)CC3)CC2)c2ccc(F)cc2)cc1,COc1ccc2c(c1)CCC(=C2)CN3CC[NH+](CC3)CCOC(c4ccc(cc4)F)c5ccc(cc5)F
O=C(N/[N+H]=C(\N=Nc1c(C)cccc1)/c1c(OC)cc(N(CCC#N)CCC#N)cc1)c1ccc(C)cc1,Cc1ccc(cc1)C(=O)N[NH+]=C(c2ccc(cc2OC)N(CCC#N)CCC#N)N=Nc3ccccc3C
[N+H3]C1c2c(Nc3c1cccc3)cccc2,c1ccc2c(c1)C(c3ccccc3N2)[NH3+]
O(Cc1ccccc1)C1C(/C=N\O)[N+H](Cc2ccccc2)CC(OCc2ccccc2)C1OCc1ccccc1,c1ccc(cc1)C[NH+]2CC(C(C(C2C=NO)OCc3ccccc3)OCc4ccccc4)OCc5ccccc5
[N+H3]C1=C(C#N)C2([N+H]=C(N3CCOCC3)N1)Nc1c(N2)cccc1,c1ccc2c(c1)NC3(N2)C(=C(NC(=[NH+]3)N4CCOCC4)[NH3+])C#N
Clc1ccc(/C=C/2\C(=O)N(c3ccccc3)/C(=[N+H]\N=C/c3c(C)n(-c4ccccc4)nc3C)/S\2)cc1,Cc1c(c(n(n1)c2ccccc2)C)C=N[NH+]=C3N(C(=O)C(=Cc4ccc(cc4)Cl)S3)c5ccccc5
Oc1c(C[N+H](Cc2[nH]c3c(n2)cccc3)Cc2[nH]c3c(n2)cccc3)cc(C)cc1C[N+H](Cc1[nH]c2c(n1)cccc2)Cc1ccccc1,Cc1cc(c(c(c1)C[NH+](Cc2[nH]c3ccccc3n2)Cc4[nH]c5ccccc5n4)O)C[NH+](Cc6ccccc6)Cc7[nH]c8ccccc8n7
OC1c2c(-c3c4OCOc4cc4c3C1[N+H](C)CC4)cccc2,C[NH+]1CCc2cc3c(c-4c2C1C(c5c4cccc5)O)OCO3
